,period,Actual,Predicted
128,2024-07-10,2.04,2.1993023255813955
129,2024-07-11,1.92,2.26122699386503
130,2024-07-12,1.96,2.1993023255813955
131,2024-07-13,1.58,2.1993023255813955
132,2024-07-14,2.5,2.0554578754578765
133,2024-07-15,2.83,2.1993023255813955
134,2024-07-16,2.79,2.1993023255813955
135,2024-07-17,2.54,2.021946902654866
136,2024-07-21,2.79,1.94228346456693
137,2024-07-22,2.46,2.1384210526315797
138,2024-08-01,1.67,2.266134453781514
139,2024-08-02,1.96,2.1993023255813955
140,2024-08-03,2.04,2.26122699386503
141,2024-08-04,1.96,2.1993023255813955
142,2024-08-05,2.04,2.1993023255813955
143,2024-08-06,1.67,2.1993023255813955
144,2024-08-07,1.67,1.94228346456693
145,2024-08-08,1.88,1.8228767123287666
146,2024-08-11,1.75,1.726398809523809
147,2024-08-12,1.62,1.945516304347824
148,2024-08-13,1.38,1.945516304347824
149,2024-08-14,2.42,1.9841798941798932
150,2024-08-15,2.25,2.1384210526315797
151,2024-08-16,2.46,2.1384210526315797
152,2024-08-17,1.62,1.945516304347824
153,2024-08-18,1.71,1.94228346456693
154,2024-08-19,1.62,2.26122699386503
155,2024-08-20,1.25,1.8228767123287666
156,2024-08-21,1.33,1.858203389830509
157,2024-08-22,1.25,1.945516304347824
158,2024-08-23,1.75,1.8228767123287666
159,2024-08-24,2.42,1.8228767123287666
160,2024-08-25,2.96,1.726398809523809
161,2024-08-26,2.75,2.1384210526315797
162,2024-08-27,3.29,1.9841798941798932
163,2024-08-28,2.88,2.1384210526315797
164,2024-08-30,1.71,1.726398809523809
165,2024-08-31,1.5,1.726398809523809
166,2024-09-01,1.58,1.94228346456693
167,2024-09-02,1.58,1.726398809523809
168,2024-09-03,1.75,1.7337198067632833
169,2024-09-04,2.33,1.726398809523809
170,2024-09-05,1.96,1.726398809523809
171,2024-09-07,1.83,1.858203389830509
172,2024-09-08,1.62,1.7201562500000005
173,2024-09-09,2.0,1.858203389830509
174,2024-09-10,1.52,1.726398809523809
175,2024-09-11,1.96,1.726398809523809
176,2024-09-17,1.83,1.726398809523809
177,2024-09-18,1.71,1.94228346456693
178,2024-09-19,1.83,1.94228346456693
179,2024-10-01,1.5,1.7337198067632833
180,2024-10-02,1.67,1.7337198067632833
181,2024-10-07,1.25,1.945516304347824
182,2024-10-08,1.38,1.94228346456693
183,2024-10-09,1.54,1.94228346456693
184,2024-10-10,1.04,1.94228346456693
185,2024-10-11,1.21,1.858203389830509
186,2024-10-12,1.75,1.7337198067632833
187,2024-10-13,1.25,1.945516304347824
188,2024-10-14,1.62,2.250617848970251
189,2024-10-15,1.29,1.945516304347824
190,2024-10-16,1.58,1.94228346456693
191,2024-10-17,1.42,1.9841798941798932
192,2024-10-18,1.71,1.94228346456693
193,2024-10-19,2.12,1.7337198067632833
194,2024-10-20,2.0,1.7337198067632833
195,2024-10-21,2.21,1.7337198067632833
196,2024-10-22,2.17,1.94228346456693
197,2024-10-23,3.21,1.94228346456693
198,2024-10-24,1.83,1.94228346456693
199,2024-10-25,1.29,1.94228346456693
200,2024-10-26,1.54,1.726398809523809
201,2024-10-27,1.83,1.726398809523809
202,2024-10-28,1.33,1.945516304347824
203,2024-10-29,1.58,2.250617848970251
204,2024-10-30,1.83,1.988878504672898
205,2024-11-01,1.96,1.726398809523809
206,2024-11-02,1.5,1.858203389830509
