,period,Actual,Predicted
196,2024-10-22,2.17,1.7481532536731965
197,2024-10-23,3.21,1.856625200921929
198,2024-10-24,1.83,1.8564578042694855
199,2024-10-25,1.29,1.751677989871108
200,2024-10-26,1.54,1.59687977195891
201,2024-10-27,1.83,1.5912713381861545
202,2024-10-28,1.33,1.8633387527499345
203,2024-10-29,1.58,2.1191110069814147
204,2024-10-30,1.83,1.930295455637455
205,2024-11-01,1.96,1.7033188616492192
206,2024-11-02,1.5,1.8909531650062967
